PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	DistanceScore	pvalue	PercentageMissingPerRecord	V1	AreaShapeSpatialMoment23C	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
3	1	n06	SAMPLE	Anlotinib Dihydrochloride	0.793472964507344	0.744676858716986	-0.886605667308533	2.12377111017704	0.866939381668862	-0.392998410233462	-0.811968479633553	1.13858670500088	3.12293038251475e-155	0	407	99174317778171488	Anlotinib Dihydrochloride	+ IR	N06	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	71457.8139534884
3	1	l05	SAMPLE	Abiraterone	0.873207247629714	-0.21493836115269	0.670338601993987	-0.819364898280516	0.240392846099898	-0.95858146424576	-0.936579795212392	1.13624011080726	1.76412873826162e-154	0	394	2386176788983535616	Abiraterone	+ IR	L05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	92749
1	1	i13	SAMPLE	Docetaxel trihydrate	2.59366164179855	0.169236767282006	-2.32410246678248	2.86830864194096	1.18350847496967	-1.19048337893422	1.34387361024727	1.13591351989904	2.23279624420628e-154	0	122	28234355053614972	Docetaxel trihydrate	+ IR	I13	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	49968.6538461538
1	1	e15	SAMPLE	Etoposide	-0.0290897965438802	-0.604149938512549	-0.0772342303659209	-1.51744897412947	0.209063217346831	-1.24490707015672	1.55876881454733	1.13582393258036	2.37179052851461e-154	0	143	2418870958803432448	Etoposide	+ IR	E15	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	97833.4722222222
2	1	e05	SAMPLE	Ixazomib	0.408268117412928	1.48564560474345	-1.41285466825165	-0.220548550432335	2.187749551494	1.88944716258229	0.328670421102698	1.13558174977139	2.82027438366097e-154	0	219	871506402916422912	Ixazomib	+ IR	E05	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	58375.5161290323
1	1	h19	NEGATIVE	DMSO	0.934539298459213	-0.184409884607285	1.79513519119285	-0.588865850669122	1.77955449911382	1.59442987977657	0.315733760165626	1.13535379130182	3.31846566435712e-154	0	116	1157763229127599616	DMSO	+ IR	H19	AstroD-IR-1uM-plate1	1uM	NEG	AstroD-IR-1uM-plate1	87661.935483871
4	1	j17	SAMPLE	Vemurafenib	1.57905286438462	-0.676896844702973	-1.52602575759777	-1.44271957911333	1.77686403118581	1.80341435868635	-0.766146174970679	1.13430101095464	7.17870484129298e-154	0	744	133496771708313840	Vemurafenib	+ IR	J17	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	46645.6666666667
2	1	d06	SAMPLE	Letrozole	-1.06634172737834	0.291772167148771	-0.232167551928306	0.498786629326454	-0.338045152357796	-0.50650968353134	0.852480453495986	1.13370593280001	1.10721405970892e-153	0	230	681868888198014592	Letrozole	+ IR	D06	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	102886.290322581
3	1	d06	SAMPLE	Afatinib Dimaleate	2.26952068359569	0.45084404943127	-2.09820089411261	-2.41356653506995	3.20299407922908	1.02310730431772	-0.261768302999543	1.1335726905035	1.21463234002367e-153	0	398	859654383029588736	Afatinib Dimaleate	+ IR	D06	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	38834.7619047619
1	1	g14	SAMPLE	Entospletinib	0.205067551910106	0.159115023780671	-0.467107771571503	-0.69443484102074	1.08428316328277	0.728433000092563	0.0653900004136679	1.13325960591641	1.52141250533221e-153	0	131	2021180148182505216	Entospletinib	+ IR	G14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	88788.3611111111
3	1	c10	SAMPLE	Carmustine	-0.455737430864032	-0.710044880187706	1.56561131810069	-1.04851717703677	-0.259304780058472	1.63374845919425	-1.37691352481351	1.13204453660071	3.7030840176904e-153	0	444	1885250601030994688	Carmustine	+ IR	C10	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	95611.3714285714
1	1	e17	SAMPLE	Goserelin acetate	-0.948617525309757	0.364473085704621	1.82022057532628	0.563607127048606	-0.665212400794413	-1.00273675436633	0.465635820333496	1.13183699658604	4.29037071334198e-153	0	167	981963907179017344	Goserelin acetate	+ IR	E17	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	129307.657142857
1	1	g11	SAMPLE	Cobimetinib	-2.98919533386017	1.47568012952911	1.21204192495953	1.80910482117521	-1.34278276144066	-0.851935098705711	-0.17126976322211	1.13181061223146	4.35033611641887e-153	0	80	1006035502976393600	Cobimetinib	+ IR	G11	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	159447.434782609
2	1	h17	SAMPLE	Urethane	-0.329088691059773	0.144647380963101	-0.0150454447684508	-0.371581373291031	-0.3098138835686	-1.04717675475861	0.1210728621573	1.12941539787801	2.51658655703417e-152	0	366	934541664704931200	Urethane	+ IR	H17	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	105058.868421053
3	1	d05	SAMPLE	10-Hydroxycamptothecin	1.13265547003708	0.767928470903768	-0.139484402454159	1.79215988863301	0.953529473155366	-0.990705465371379	0.127183693477278	1.1291785027209	2.97822144044334e-152	0	386	440557135544930816	10-Hydroxycamptothecin	+ IR	D05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	85719.4324324324
3	1	c05	SAMPLE	(S)-crizotinib	-0.453137234897114	-0.12356875901059	-0.00247622452694316	-0.42783576171347	-0.0711491418920473	0.457029906870529	-0.326914583078243	1.1291209009532	3.08995022336518e-152	0	385	275737110067465920	(S)-crizotinib	+ IR	C05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	83138.7619047619
1	1	i14	SAMPLE	Enzalutamide	-0.631179805459346	-0.414225123124511	1.68200837969957	-0.000787245201134613	0.488381953372255	1.4399114471678	0.576027125447952	1.12803788315674	6.8016484734745e-152	0	133	2544805210109044224	Enzalutamide	+ IR	I14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	110525.954545455
1	1	g13	SAMPLE	DL-Menthol	-1.73726816432146	-1.61271687086604	1.6799761286487	1.43111949572946	0.657827447819056	3.88962202898906	-0.171405545514218	1.12708596239721	1.35893936723716e-151	0	105	6217964358576049152	DL-Menthol	+ IR	G13	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	89157.3428571429
2	1	g03	NEGATIVE	DMSO	-1.18047967933663	-0.712240125592342	1.0937187195508	-0.108424611278924	-0.125987949204309	1.65671471387102	-0.143403626546077	1.12664007165936	1.87353201212902e-151	0	207	1262237653300514816	DMSO	+ IR	G03	AstroD-IR-1uM-plate2	1uM	NEG	AstroD-IR-1uM-plate2	106322.5
1	1	e05	SAMPLE	2-Methoxyestradiol	1.17569215248813	-0.427757006532798	-0.529091817393358	1.09433596377021	0.539314632516529	0.0441433805074882	0.611765711210761	1.12528051302991	5.0380288371336e-151	0	6	6292667520518758400	2-Methoxyestradiol	+ IR	E05	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	81694.21875
3	1	k16	SAMPLE	Gefitinib	-0.135265189239738	-1.24317747950978	0.734980884556468	-0.083022533684749	-0.949770919053463	-0.787121016231005	-1.35448605139497	1.12508145698314	5.79618517536786e-151	0	538	676076962143112064	Gefitinib	+ IR	K16	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	113420.037037037
4	1	e04	SAMPLE	TYRPHOSTIN-9	0.433895398142333	-1.96038036284508	-0.0130708173112626	1.40490541861372	-0.233572545170478	0.0947152494563142	-0.207093533216583	1.12450495405046	8.7856160570077e-151	0	737	6219902935288682496	TYRPHOSTIN-9	+ IR	E04	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	106223.531914894
2	1	l16	SAMPLE	Tretinoin	0.236140927978328	-0.811308460083955	-0.55376195447644	-0.362154315958523	-0.167602101281846	-0.916649405244773	0.167543204717487	1.12446311303087	9.01081484924668e-151	0	356	616525610415063296	Tretinoin	+ IR	L16	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	101517.3125
4	1	i17	SAMPLE	Vandetanib	0.757256099813935	1.35156503978517	0.00635443414773491	0.357911719452052	1.41667927808208	1.09651633275904	0.392979895763293	1.12373630964513	1.52383518407604e-150	0	743	540762697742888064	Vandetanib	+ IR	I17	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	67021.9333333333
1	1	f16	SAMPLE	Formestane	-0.995508124643698	-1.59652940958829	0.414810668334902	-0.0501095531333257	-0.112612793505123	1.26177906903514	-0.464957139044306	1.12354171868082	1.74722631804351e-150	0	156	773119542630592512	Formestane	+ IR	F16	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	107598.378378378
1	1	h17	SAMPLE	Histamine 2HCl	-1.03068479384397	-1.46562552641366	-0.313536959231851	0.242157233995078	0.0289644454605899	1.52908615323648	0.6207209214076	1.12267705061936	3.26565287910789e-150	0	170	958070337896203008	Histamine 2HCl	+ IR	H17	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	95045.7083333333
3	1	k08	SAMPLE	Bosutinib	-1.85826892560621	-0.611816366302736	2.37775089022319	0.544928045011212	-0.95428306251519	0.189934362942004	0.640250960435601	1.12231496420765	4.23005087546773e-150	0	429	3743352138323041792	Bosutinib	+ IR	K08	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	153928.866666667
1	1	d14	SAMPLE	Enasidenib	-0.284238933534967	0.63731054682685	0.784596390046523	0.212340321579648	0.0165352449345407	-0.359863509722092	0.940051178088477	1.12033736728709	1.77541242517012e-149	0	128	539650114114691072	Enasidenib	+ IR	D14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	91689.9393939394
2	1	f13	SAMPLE	Rucaparib Phosphate	-0.300871525196545	-0.394145996994546	0.350388483967282	-0.714784070589983	0.167211604286855	1.14163921125086	1.1764645369899	1.12028921633989	1.82934064212719e-149	0	318	869382101307762816	Rucaparib Phosphate	+ IR	F13	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	97865
4	1	d12	SAMPLE	Raltitrexed	-1.11594372003855	-0.10665817438271	0.707462877278311	-0.480129643801572	-0.412574163825823	-0.149636489962024	0.938923221021273	1.12020948824729	1.9287283519367e-149	0	673	1605141767848246784	Raltitrexed	+ IR	D12	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	117904.482758621
1	1	c14	SAMPLE	Embelin	-1.77019012002578	0.0277762177206458	1.48444968577072	0.850828816390531	-0.657012080856569	0.476251752171128	0.331269167054813	1.1186631032026	5.90141775119226e-149	0	127	4084279636454177792	Embelin	+ IR	C14	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	134278.171428571
3	1	m11	SAMPLE	Cyclophosphamide monohydrate	-0.707510404772783	-0.602627344565358	2.48294444060985	0.38400021931967	-0.357848423749775	1.53846587415697	0.380324120847586	1.11622760640058	3.43185618451863e-148	0	465	2077026960194772480	Cyclophosphamide monohydrate	+ IR	M11	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	119397.212121212
4	1	e18	SAMPLE	Volasertib	1.41793607467041	0.509857244695407	-0.192180411514287	0.114943887465997	0.920838522768635	-0.962681003647088	0.863790054310116	1.1159049788982	4.31304258296857e-148	0	751	1607613016413684736	Volasertib	+ IR	E18	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	85937.6222222222
4	1	j11	SAMPLE	Pracinostat	-1.41566356444368	-1.24466943039073	-0.26568318723079	1.54822079768341	-0.952754572158538	-0.792408210017822	-1.00378766307701	1.11573782557242	4.84351604626157e-148	0	667	562798890175119360	Pracinostat	+ IR	J11	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	122638.16
4	1	e14	SAMPLE	Sorafenib	-0.673460968521937	-1.32495245930849	-0.0332674347036225	0.603769184231385	-0.604366832628566	0.0754750591443764	-0.600940377176802	1.11508789798344	7.71229228574215e-148	0	701	753820017349475456	Sorafenib	+ IR	E14	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	96346.0857142857
3	1	j09	SAMPLE	Capecitabine	0.127269212459975	-0.0929717184847296	-1.31928077624871	0.0148099786856679	0.266554237986855	-0.662901253673716	-0.611149145853388	1.11472411626763	9.98309525884245e-148	0	440	319132767860306432	Capecitabine	+ IR	J09	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	68515.8974358974
3	1	j19	NEGATIVE	DMSO	-0.253070850414589	-0.803707103910198	1.83786063835642	0.409193012428021	-0.659379950875333	-0.26724159553335	-0.0830959313269546	1.11405531398083	1.61067501767782e-147	0	499	1566749744249511424	DMSO	+ IR	J19	AstroD-IR-3uM-plate1	3uM	NEG	AstroD-IR-3uM-plate1	118170.696969697
3	1	f16	SAMPLE	Formestane	-0.184927626181535	-0.0361069442832085	-0.694429085237957	0.362013064626079	0.0113738257728196	0.479670455858973	-1.07763896089559	1.11104932815831	1.40054592649239e-146	0	533	387392916476747648	Formestane	+ IR	F16	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	81056.1388888889
4	1	h11	SAMPLE	Pomalidomide	-0.382541762119469	-0.496795601521308	-0.145229749478563	0.316631541946067	-0.297956206270004	-0.00749615389949996	-0.0370569794818247	1.11033469713559	2.33105313862378e-146	0	665	403321239668965440	Pomalidomide	+ IR	H11	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	93803.5135135135
4	1	k14	SAMPLE	Tamibarotene	0.387267878990482	-0.535668644994162	-1.06570272098395	-1.11669433172001	0.779673146875486	1.46216529186958	-0.348194247332648	1.11000756911656	2.93525417098163e-146	0	707	187674259835164576	Tamibarotene	+ IR	K14	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	72232.84
4	1	g08	SAMPLE	Nicotinamide	0.0910543524456273	0.0648024619680818	2.14295125353902	-0.985068626651192	-0.0410521331812403	-1.73149954984025	1.72654896536167	1.10968694940665	3.67858941321388e-146	0	632	2648450266552274432	Nicotinamide	+ IR	G08	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	132308.740740741
2	1	h08	SAMPLE	Nifedipine	-0.132112529282413	0.0999700415362699	1.44340204928369	-0.424492604526288	-0.587728272346796	-1.73104984551598	1.42247377019501	1.10751626899989	1.73991301674174e-145	0	256	5405472959673336832	Nifedipine	+ IR	H08	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	145389.75
2	1	j11	SAMPLE	Pracinostat	0.115327213302124	-1.18058133208523	1.22659235544897	-0.377316923802638	-0.325831817935417	-0.170602268837249	-0.542949808444182	1.10601953211946	5.06166076247293e-145	0	294	1260418459151293440	Pracinostat	+ IR	J11	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	120180.965517241
3	1	m14	SAMPLE	Erdafitinib	0.645747623184742	0.0296419934996885	-0.842104942918713	0.839100890550226	0.686887721066918	-0.168110691959049	0.375322401373314	1.10589655655281	5.50148252736057e-145	0	517	469191516740565440	Erdafitinib	+ IR	M14	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	82570.462962963
1	1	k09	SAMPLE	Carbendazim	-0.292846211768555	-0.485602685011221	-0.20095861196357	0.266708325673313	-0.330161214891108	-0.0353818946806495	-0.198131959529913	1.10562268164705	6.66163781308067e-145	0	61	318209403646746496	Carbendazim	+ IR	K09	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	89252.46875
1	1	n17	SAMPLE	Ibandronate sodium	-0.850327278558655	-1.88973392464838	0.475248010774474	-0.31585711298707	-0.14833397850744	0.50295052467614	-4.49971988822358	1.10517579414443	9.12905012515199e-145	0	176	1166335596424396032	Ibandronate sodium	+ IR	N17	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	99054.8888888889
3	1	n17	SAMPLE	Ibandronate sodium	-0.339764751719075	-1.83739493816234	0.542679675073454	-0.507833444572964	-1.24866666415151	1.56755686836941	-4.31267475057294	1.10467344014705	1.30147754105078e-144	0	553	2282996978061382656	Ibandronate sodium	+ IR	N17	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	92349.4782608696
1	1	k08	SAMPLE	Bosutinib	-1.15446451331646	0.742519372840402	2.06506182121015	0.6088910126482	-0.673359809912022	-0.862909898593319	0.430506540533288	1.10462111278805	1.34483765997503e-144	0	49	1000057681485424640	Bosutinib	+ IR	K08	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	113019.476190476
4	1	d14	SAMPLE	Sodium Phenylbutyrate	-0.400247158705033	0.335189922449291	1.44320969759773	0.179773779805678	0.188642340545351	0.676558822490364	0.950180524337152	1.10452764176516	1.43115220051371e-144	0	700	597557338632605696	Sodium Phenylbutyrate	+ IR	D14	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	99763.7352941177
4	1	c07	SAMPLE	Melatonine	-1.19323728106954	-1.04135992544617	-0.165652439693392	-0.862723477717021	-0.45665087381982	0.693924595037248	-1.35975046554008	1.10360751888466	2.74930123376552e-144	0	617	2874021250896241152	Melatonine	+ IR	C07	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	103542.382352941
2	1	n12	SAMPLE	Rofecoxib	-0.987206736365303	-1.79863725823634	0.360388149140607	-0.757458891723982	-0.505173092114014	1.05940314044765	-0.981282567329484	1.10290334945028	4.52439670154237e-144	0	312	1208798177201412608	Rofecoxib	+ IR	N12	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	96096.8
4	1	c04	SAMPLE	Ro31-8220 mesylate	1.1207333872969	-0.601746165076681	-1.59691305395646	0.318940450550871	0.597790499693985	-0.37552444620692	-0.473073486271467	1.10242546562108	6.33364549802318e-144	0	682	394974347406735552	Ro31-8220 mesylate	+ IR	C04	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	70107.1315789474
3	1	h05	SAMPLE	5-Azacytidine	0.196332045020962	-0.359796537468262	-0.198472427741046	1.25755875650029	0.392574126340459	0.308020395013795	1.16794290005018	1.10234102790987	6.69636437717151e-144	0	390	408076417228281408	5-Azacytidine	+ IR	H05	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	91741.125
2	1	f15	SAMPLE	Teniposide	-0.0646427328738631	0.266834830973088	1.52439971173719	1.45535955996485	0.0595947427627638	0.171931768008925	1.19755636139734	1.10146661560169	1.2433403095832e-143	0	339	369294150943643008	Teniposide	+ IR	F15	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	102188.131578947
3	1	m17	SAMPLE	Hydroxyurea	0.181330772485192	-0.50602761738325	0.608802680299691	0.799142965987793	-0.413696321887089	-0.924474484689872	-0.324690510218699	1.10122025132978	1.47524529572883e-143	0	552	769930571280908416	Hydroxyurea	+ IR	M17	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	100476.205882353
4	1	c18	SAMPLE	Vismodegib	-0.856336801825318	0.158785951737805	0.487459305889288	-0.59127159796116	0.792072921360106	2.84608064478833	-0.149859742202934	1.10102992564036	1.68187860312964e-143	0	749	1144830810913208192	Vismodegib	+ IR	C18	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	71343.5666666667
2	1	d17	SAMPLE	Troglitazone	-0.717960384003439	1.0710495420006	-2.20226037656074	-1.46243846344257	0.394374870313775	-0.806260878179714	1.81056041187688	1.1003661383235	2.68592877632849e-143	0	360	593016970122681728	Troglitazone	+ IR	D17	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	89898.3928571429
2	1	i17	SAMPLE	Vandetanib	0.354810767455071	-0.181304638597689	-0.630608053995481	-0.663420891804203	0.412585298459922	0.144762044857568	0.0687814226014859	1.10004838438296	3.35244338283874e-143	0	367	949174753756590080	Vandetanib	+ IR	I17	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	73844.9210526316
4	1	i16	SAMPLE	Tozasertib	-1.52448134310228	-0.363673276652591	0.411134015307234	0.368853342454293	-0.676129353233075	0.0050369693454344	0.0356412095851704	1.0996927814515	4.29826105254229e-143	0	729	1531854962425170944	Tozasertib	+ IR	I16	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	125669.466666667
1	1	i17	SAMPLE	Homoharringtonine	1.56946816449472	-1.71071156238861	0.143533457020358	1.01337858683485	0.502909280269466	0.159745679405807	2.43074631785952	1.09849797108502	1.00036652237655e-142	0	171	592518701831546880	Homoharringtonine	+ IR	I17	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	81403.2105263158
4	1	m10	SAMPLE	Phenoxybenzamine hydrochloride	-0.0716755136643082	0.435539018143474	0.842853284112961	-1.45995530623371	0.102388478391686	-1.23199307007108	1.18205865458888	1.09718950523916	2.52093849598944e-142	0	657	609158959350492288	Phenoxybenzamine hydrochloride	+ IR	M10	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	103076.1
2	1	g14	SAMPLE	Streptozocin	0.294787173945996	-0.00834226071082964	-0.104190706514731	-0.135388135637802	-0.101744971001767	-1.34211336637659	1.12511771497975	1.09690399923043	3.07322119700711e-142	0	328	902952031556335360	Streptozocin	+ IR	G14	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	107617.72
4	1	g13	SAMPLE	Rutin	0.0673097080525762	0.606009512858929	-0.60106070008665	0.24731463510194	0.374853552833224	-0.191464223698367	0.678555802307053	1.09655184892731	3.92752969156481e-142	0	691	752501581656121600	Rutin	+ IR	G13	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	96091.641025641
3	1	i13	SAMPLE	Docetaxel trihydrate	1.11168824032542	0.104846608568316	-1.5247736489297	2.76427994822534	1.08055479211166	-0.0120506011036147	0.401271396251896	1.09653366223548	3.96133096568823e-142	0	501	25460951982961000	Docetaxel trihydrate	+ IR	I13	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	50121.8196721311
4	1	c09	SAMPLE	Niraparib	-0.425845344909957	0.0121850962341819	-1.31842497636028	0.495465628763214	0.613530115392221	2.07233718663979	1.34049490766483	1.09508734315546	1.09844261912881e-141	0	639	426804060420253440	Niraparib	+ IR	C09	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	71504.36
4	1	k17	SAMPLE	Vesnarinone	-0.510826665238463	-0.0103559534219367	1.13503478025147	-0.0261931843448901	-0.348931586762412	-0.892765260082073	0.994763581043678	1.09435605267	1.83464568640859e-141	0	745	1060700199307582464	Vesnarinone	+ IR	K17	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	121336.34375
2	1	d13	SAMPLE	Romidepsin	-0.634120963060137	-0.990503583621532	0.597462487131075	2.99720966720722	-0.286171945230353	-0.0651818497811368	1.33863804196045	1.09396712803063	2.40488961322297e-141	0	314	661061557840131328	Romidepsin	+ IR	D13	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	115045.777777778
3	1	c19	NEGATIVE	DMSO	-0.781222545166287	-0.106766646347566	2.30903551309423	-0.225925040956466	-0.753842468603787	0.159067255868987	-0.935463543649064	1.0935026220575	3.32492435122515e-141	0	486	2065357532446578176	DMSO	+ IR	C19	AstroD-IR-3uM-plate1	3uM	NEG	AstroD-IR-3uM-plate1	111952.193548387
2	1	c15	SAMPLE	Tegafur	-1.35568468933629	-0.147337865818966	1.69583786127334	0.252824346236502	-1.20292279012186	-1.16399881513829	1.31206152463626	1.08952169591197	5.47633863348434e-140	0	336	4156557246081266176	Tegafur	+ IR	C15	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	147401.25
2	1	d05	SAMPLE	Ixabepilone	-0.123733806636546	1.72440745463525	-1.34615035854315	2.43509711359455	1.05417353180075	-0.80513247707766	0.653344538715835	1.08891401983474	8.35987245422992e-140	0	218	133830799215846432	Ixabepilone	+ IR	D05	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	70086.8585858586
4	1	j13	SAMPLE	Selumetinib	-3.46216481359396	0.158313938474869	2.08957294491684	1.78126760735045	-1.27354100081438	-0.591306772344516	0.0316171039007948	1.08868460155439	9.78122517483061e-140	0	695	1668902916720334592	Selumetinib	+ IR	J13	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	165379.842105263
2	1	e12	SAMPLE	Rapamycin	-2.05775930061531	-0.894222204513722	0.245717572189631	1.9455136698687	-0.982649469093515	-0.21377121870407	-0.685405143455235	1.08845146791	1.14738769520936e-139	0	301	792483913897172096	Rapamycin	+ IR	E12	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	122597.872340426
2	1	d15	SAMPLE	Telotristat Etiprate	1.13247743158316	0.53236597638082	0.547713170963749	-1.47988053471614	0.587425114446801	-0.700651771981258	1.39507960571869	1.08833004237011	1.24435615254013e-139	0	337	2808246946714199552	Telotristat Etiprate	+ IR	D15	AstroD-IR-1uM-plate2	1uM	SAMPLE	AstroD-IR-1uM-plate2	87547.6363636364
3	1	c17	SAMPLE	Gimeracil	-0.3580289025058	-0.866085256599047	0.796070758440002	-0.0668929307908262	-0.750470526205518	-0.744455192512268	-0.267070518813246	1.08787688917396	1.7034716241347e-139	0	542	525422911255348992	Gimeracil	+ IR	C17	AstroD-IR-3uM-plate1	3uM	SAMPLE	AstroD-IR-3uM-plate1	103439.193548387
1	1	f15	SAMPLE	Etoricoxib	-1.79223674595964	-0.537004855954476	0.211479744767995	0.482138303412783	-1.20425128016871	-0.280694416743196	-1.67428141918115	1.08764599972516	1.99492643761229e-139	0	144	1285412837855028736	Etoricoxib	+ IR	F15	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	112499.413043478
1	1	d09	SAMPLE	Cabozantinib	-0.66633553751634	-0.022458755489661	0.861671016331989	0.133193382338957	-0.616744531175817	-0.828529372904226	1.12282596632805	1.08712865713142	2.85615435176265e-139	0	54	1119299290930876288	Cabozantinib	+ IR	D09	AstroD-IR-1uM-plate1	1uM	SAMPLE	AstroD-IR-1uM-plate1	116413.533333333
4	1	i14	SAMPLE	Sunitinib Malate	-0.545952289796755	0.632268093429607	-1.59310617683074	0.989986729357808	0.785126768986394	1.35915739962002	-0.653830322217632	1.08698708452192	3.14143446446667e-139	0	705	57214999723661112	Sunitinib Malate	+ IR	I14	AstroD-IR-3uM-plate2	3uM	SAMPLE	AstroD-IR-3uM-plate2	54294.1515151515
