PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	DistanceScore	pvalue	PercentageMissingPerRecord	V1	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
1	1	f14	SAMPLE	Entinostat	-0.556113831880599	-0.354661728954216	2.29657827307365	-0.538501375810475	-1.58986743297017	1.00707788523363	2.11671708222841	0.433859423220543	-0.625147699227023	1.23041039705993	3.56739201002304e-27	0	132	Entinostat	+ IR	F14	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	85938.1194029851
1	1	c08	SAMPLE	Berbamine dihydrochloride	-0.285733049010078	-2.67183354209665	-1.01608054499589	-0.484077738841951	-0.391798719791136	-0.283856492623582	-2.19303009090857	-2.55838562195568	-0.254797334889726	1.22950148121987	3.94895201123673e-27	0	43	Berbamine dihydrochloride	+ IR	C08	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	55783.7313432836
4	1	c12	SAMPLE	Raloxifene hydrochloride	0.651477105791525	0.0775646635848384	-1.13712544738082	0.545620300501977	-0.473113957747135	-1.42812522206732	0.0975089500832865	1.1697919502807	-0.556092076805391	1.22845001561815	4.44544228122553e-27	0	681	Raloxifene hydrochloride	+ IR	C12	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	44815.2537313433
1	1	e07	SAMPLE	Apigenin	-0.708414522638035	-0.662375456556708	0.0509227163235786	-0.0705384837286152	0.461022295516556	0.396709536256901	-1.0130679669113	0.146291704777087	0.303676307442326	1.22838778975754	4.45132337558607e-27	0	33	Apigenin	+ IR	E07	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	67251.8846153846
1	1	f19	NEGATIVE	DMSO	0.752328263806062	-0.514363730194416	-0.551345842082365	-0.315216973157431	0.465061307686955	0.149896002419948	0.257508527032727	-0.277766600114537	-1.31946463426271	1.22774575739909	4.76697977102421e-27	0	115	DMSO	+ IR	F19	AstroF-IR-1uM-plate1	1uM	NEG	AstroF-IR-1uM-plate1	52974.5205479452
1	1	h17	SAMPLE	Histamine 2HCl	-0.533282579493405	-0.55701055918166	0.112120094502212	0.553705202909334	0.741379347357957	-0.528481781429842	-1.25645237919435	-0.0252569672624512	0.786196440875779	1.22770745652447	4.76697977102421e-27	0	172	Histamine 2HCl	+ IR	H17	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	68486.9
3	1	f12	SAMPLE	Dacomitinib	2.09980211370169	-1.76714297087914	-2.81639825334546	0.226376267044025	-0.477660849494887	0.132793549930945	1.5217928044937	1.24285380032997	0.824997053720127	1.22662597245735	5.38498227572529e-27	0	478	Dacomitinib	+ IR	F12	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	22365.2619047619
1	1	d06	SAMPLE	Afatinib Dimaleate	1.41200001947554	-1.10263437458958	-1.39086276944744	-1.22108118617787	-0.931525086476933	-0.439038738923192	0.579063081331164	0.834402732365782	-1.58021682435516	1.22643227090956	5.47721238105504e-27	0	20	Afatinib Dimaleate	+ IR	D06	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	39560.6142857143
4	1	g18	SAMPLE	zanubrutinib	0.190836861379587	0.246559953105294	0.164074227442441	0.638031332616024	0.460071247493519	-1.53366869838806	0.247549260620791	1.21059259612589	0.431026936711672	1.22624424940824	5.56745479066366e-27	0	761	zanubrutinib	+ IR	G18	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	59408.0909090909
4	1	l13	SAMPLE	S-Isocorydine(+)	0.450933086109934	0.145176239976216	0.41605669178198	-0.379502289243718	1.06890131396241	-1.28073079626568	0.810651427812327	0.0580901346130402	0.415901598909579	1.22583845978356	5.8067445247183e-27	0	702	S-Isocorydine(+)	+ IR	L13	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	63331.8333333333
3	1	m15	SAMPLE	Fluorocytosine	-0.168247792504922	-0.552620541670135	1.54330827590594	0.103363036562759	1.40985947079768	-1.27702737846276	-0.540484205331886	-0.366983434727896	0.788722793037407	1.22343600485255	7.66372362320594e-27	0	534	Fluorocytosine	+ IR	M15	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	81390.6206896552
1	1	f16	SAMPLE	Formestane	0.680463415028639	0.435603360949023	0.204819251743841	0.19418383217461	0.161337790220659	-0.656030421233347	0.00920950769820549	1.06852074981802	-0.0693053350841344	1.22310297630872	7.92441931924174e-27	0	158	Formestane	+ IR	F16	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	64991
2	1	k14	SAMPLE	Tamibarotene	-0.22744766612009	0.571627210732668	-0.0525926233267401	0.0794999134864108	0.487416898163254	-0.392962665783011	-0.634737411287033	-0.613041478841359	-2.053310764279	1.22254209319311	8.41683940023655e-27	0	338	Tamibarotene	+ IR	K14	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	67225.5849056604
3	1	h16	SAMPLE	Fruquintinib	0.666010435645421	0.995305054798788	-0.230039723874418	0.144858161627146	-1.112762529737	-0.606051786418372	0.701186180448665	-0.213634805441579	-1.81308641137314	1.22159500930736	9.35513545139113e-27	0	541	Fruquintinib	+ IR	H16	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	58049.54
1	1	c06	SAMPLE	Afatinib	0.382352694276876	-0.893106877021302	0.416958540834632	-1.83618150343379	-0.125948094298636	0.418551853892298	2.64943620546833	0.0435496961982016	-1.03322495439404	1.22074941490259	1.02740818981768e-26	0	19	Afatinib	+ IR	C06	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	55987.4242424242
3	1	g17	SAMPLE	Hesperetin	0.0484698128571249	0.0928014633187318	0.059797718083672	-1.31641379965679	0.348690592362084	-1.17435421616396	0.25754272774456	-0.137516198816027	0.0888101894183127	1.21946789835924	1.18748395319202e-26	0	551	Hesperetin	+ IR	G17	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	55290.2647058823
1	1	c15	SAMPLE	Estramustine phosphate sodium	-0.428237965552116	-0.174535517230277	0.447252394543568	1.04653808358999	1.73755589481809	-0.936075602512634	-1.53886990665011	-0.423571010315996	0.0839882039630268	1.21704659588677	1.56821796894341e-26	0	143	Estramustine phosphate sodium	+ IR	C15	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	78295.25
1	1	g03	NEGATIVE	DMSO	0.0222232287322531	-0.147040467429181	0.536903982850786	0.227483547261644	0.61264285097395	-1.06621577098741	1.69904340227659	-1.10577757281717	-1.47197496818325	1.21648518542592	1.65617773480237e-26	0	116	DMSO	+ IR	G03	AstroF-IR-1uM-plate1	1uM	NEG	AstroF-IR-1uM-plate1	73324.7045454545
2	1	k09	SAMPLE	Paclitaxel	2.5551042211404	-0.53111167345969	-1.59061019879994	2.01985254881402	-0.224755571007954	-1.14782787497379	0.837280297871011	0.711590741564186	0.633260622715349	1.21650282488025	1.65617773480237e-26	0	276	Paclitaxel	+ IR	K09	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	37247.4736842105
1	1	i16	SAMPLE	Fulvestrant	-0.551810314824547	-0.561991113305496	-0.110582169800377	0.431059986335007	-0.372080826065754	-1.08388164778647	-1.36432884562887	-0.628195982126742	-0.335514753870274	1.21642870928987	1.65799372361385e-26	0	161	Fulvestrant	+ IR	I16	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	73650.2295081967
4	1	k09	SAMPLE	Paclitaxel	1.03609078075435	-1.34767354064053	-1.41338930828237	1.53813891361379	-0.761562447742158	-0.255844707208217	-0.130361682119637	0.759607476450309	0.636642992665822	1.21582566556345	1.76939698823877e-26	0	654	Paclitaxel	+ IR	K09	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	41786.3506493507
4	1	e12	SAMPLE	Rapamycin	-0.106408554909032	-0.638518983112532	-0.0409783992612734	2.48602025220788	0.848406038869438	0.283400047418037	-0.729386319600023	-0.176928988496447	-0.546607783431953	1.21458840108802	2.03342685777058e-26	0	683	Rapamycin	+ IR	E12	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	69234.6190476191
1	1	c04	SAMPLE	Ro31-8220 mesylate	-0.324771257114635	-0.548913563001787	-0.195118790827698	-0.71290119479013	-0.432280842709253	0.00227989905357081	-0.531629698616623	-0.472002652692117	-1.21810397137356	1.21270452607583	2.5194224298788e-26	0	191	Ro31-8220 mesylate	+ IR	C04	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	61636.5974025974
1	1	f12	SAMPLE	Dacomitinib	1.50280785750725	-1.56311316237722	-1.65722221903958	0.0428644382792138	-0.452851548885983	0.431039402221197	-1.82811659795014	1.6914468260176	0.46689998599511	1.20922573177465	3.75582873017227e-26	0	95	Dacomitinib	+ IR	F12	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	39321.0243902439
2	1	k07	SAMPLE	Mitoxantrone	2.48773440923371	-1.89375129187795	-0.0970978253180534	0.424113378636995	-2.1788672578871	1.29647005047554	1.5913782376918	-0.139731945462555	-1.05981630658447	1.20766485686295	4.47747543892622e-26	0	253	Mitoxantrone	+ IR	K07	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	45463.4864864865
3	1	i12	SAMPLE	Dasatinib monohydrate	2.27380629831495	-0.435573876675001	-2.10420445445084	-1.88221265141104	-2.02559872083788	0.404362679216918	1.26335884803762	2.577019351586	-0.342898646170777	1.20665358497276	5.00739433574382e-26	0	481	Dasatinib monohydrate	+ IR	I12	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	24400.825
1	1	n14	SAMPLE	Erlotinib	-0.311764426631289	-0.479183602647152	0.853060472339525	-0.368773871999942	1.10935699516169	-0.704977664636112	1.49747778960057	-0.836140014579062	0.925595519329917	1.20616960879674	5.26801429222728e-26	0	142	Erlotinib	+ IR	N14	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	77329.8363636364
4	1	l12	SAMPLE	Rifampicin	-0.117446146360904	-0.409472908568187	0.195876216465057	0.251598035343692	0.024783430481627	-0.406084179378367	0.387551137289773	-0.932718557016469	-0.903829353492346	1.20595894255401	5.36964832787622e-26	0	690	Rifampicin	+ IR	L12	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	63557.6461538462
4	1	f16	SAMPLE	Toremifene citrate	1.83958758062618	1.20251014316842	-1.34143202610762	0.625538422120511	-0.53944424881673	-0.150532485578227	1.48564822710875	2.32876176687773	-2.10717921490324	1.20558195888745	5.57971952709416e-26	0	735	Toremifene citrate	+ IR	F16	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	39874.9756097561
3	1	m16	SAMPLE	Genistein	0.594934813318141	-0.100129960379406	-0.741838414246539	-2.07448301658252	0.420925507189456	-1.09168922662366	-0.648968477537801	-0.543366256388986	-0.191346962075065	1.20277173736291	7.67987114681143e-26	0	546	Genistein	+ IR	M16	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	45022.5238095238
3	1	c07	SAMPLE	Apalutamide	-0.727349292988284	-0.978868814385956	0.988868263125553	-0.518001791739472	0.996205054563466	-0.43374618342312	-1.690681373745	-0.306376826838042	-0.362855799532156	1.20214737495564	8.21055842823446e-26	0	415	Apalutamide	+ IR	C07	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	74348.701754386
4	1	h10	SAMPLE	Pemetrexed disodium	-0.488530492049591	-1.58822931093226	0.318924575062099	-0.498962275188741	0.392937483645352	0.174281397088121	-0.305239098438102	-1.32429696530269	0.170429202052435	1.20181590015076	8.48641276402625e-26	0	662	Pemetrexed disodium	+ IR	H10	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	63074.0714285714
4	1	f17	SAMPLE	Ulipristal acetate	0.0362248890909685	0.891177550847959	0.0535069000812952	0.832446752495412	0.430451251891573	-1.42942707741546	-0.136914089689595	1.34059586246066	-0.729031612303766	1.2003625812232	9.98134242910963e-26	0	749	Ulipristal acetate	+ IR	F17	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	61254.8461538462
2	1	f10	SAMPLE	Pazopanib	-0.467036655405625	0.837773016518786	-0.290397366025038	0.616270217268148	0.186598795699179	-0.742257464125548	-0.457059736437854	0.46911922592252	-1.17134129390424	1.19982156283787	1.05682495891225e-25	0	282	Pazopanib	+ IR	F10	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	65220.8271604938
4	1	k17	SAMPLE	Vesnarinone	-0.146816655924309	-0.761180644370872	0.515491805446107	0.499639544884036	-0.43055877813806	-0.684206690833815	1.5428945735392	-0.107705105292895	-0.476453498129302	1.19742162286443	1.38530079148191e-25	0	754	Vesnarinone	+ IR	K17	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	64639.0363636364
1	1	j19	NEGATIVE	DMSO	0.0978855282200792	0.557751706949556	0.269838920642073	0.174036386445021	0.594839164511793	-0.23785523819977	1.14965457494393	1.18091646130575	-0.652758137211751	1.19308239260277	2.26530086447709e-25	0	123	DMSO	+ IR	J19	AstroF-IR-1uM-plate1	1uM	NEG	AstroF-IR-1uM-plate1	66354.171875
4	1	g13	SAMPLE	Rutin	0.103190258941085	0.210342569487131	-0.180647823897114	0.100951376254324	-0.460468555739786	-1.00112636850836	0.0417199026300329	-0.0232921381465672	-1.00209427613622	1.1928545978342	2.31334052192905e-25	0	700	Rutin	+ IR	G13	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	56691.358490566
1	1	g15	SAMPLE	Everolimus	-0.423808001420884	-0.4180517535338	-0.581244014625364	2.4057064092861	0.824043977906473	-0.279948363179497	-0.793472714820195	0.162902856116939	-0.499001508270259	1.18994071473896	3.20586556868784e-25	0	147	Everolimus	+ IR	G15	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	70775.21
4	1	d15	SAMPLE	Telotristat Etiprate	0.206380995932905	0.324739467590699	0.971599955261995	-0.557207761638053	-0.810156941545509	0.170980553527212	0.472921202996991	3.26004474805796	0.458283761257207	1.18990608070449	3.20586556868784e-25	0	721	Telotristat Etiprate	+ IR	D15	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	56584.5
1	1	c19	NEGATIVE	DMSO	-0.862085989524939	0.0389776469007274	1.92018847286898	1.22975500516219	1.47035595474807	0.333226904293997	-2.69477427747233	-0.0727458165272725	0.482402718165078	1.18899211474552	3.53974961029958e-25	0	109	DMSO	+ IR	C19	AstroF-IR-1uM-plate1	1uM	NEG	AstroF-IR-1uM-plate1	89551.8245614035
1	1	l13	SAMPLE	d-penicillamin	0.103837108833646	-0.40815956816163	0.0278019947398352	-0.0646038637098929	-0.62844411043998	-0.444685294298164	0.110042551491837	-0.749455741041358	-0.523551545783948	1.18814396949048	3.87899218550886e-25	0	92	d-penicillamin	+ IR	L13	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	64399.4126984127
1	1	j07	SAMPLE	Baricitinib	0.0406583617139549	-0.222261127352004	1.95353231279838	-0.106481620618991	-0.0553589945585753	0.808694824270665	-0.647873775978035	-0.0523849330840389	1.49496641905142	1.18687677652996	4.45764678155579e-25	0	38	Baricitinib	+ IR	J07	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	77401.4897959184
2	1	g05	SAMPLE	Lapatinib	0.388623893304985	1.2793335778362	0.687559980812174	0.378464338618871	0.261969197582873	0.368447872422488	-0.109535869299731	0.8644613822035	-0.483957914303504	1.18487805350761	5.56455968713865e-25	0	226	Lapatinib	+ IR	G05	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	64508.7959183673
1	1	n10	SAMPLE	Chlorpromazine hydrochloride	-0.913665400454258	-0.860469085796286	0.121798891228421	-0.232579832138558	-0.142100247669801	-0.796758321542253	0.347803807734427	-0.74983060797897	0.713366880415699	1.18482161648091	5.57306849920971e-25	0	78	Chlorpromazine hydrochloride	+ IR	N10	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	66495.4032258065
4	1	e11	SAMPLE	Pirfenidone	-0.230292539288696	-0.163047677793772	0.0899893572942131	0.115074270148415	-0.936916711614368	0.0972452672477034	-0.288025429728367	0.629478378164387	-0.793488271770399	1.18427064494293	5.90327358328067e-25	0	671	Pirfenidone	+ IR	E11	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	58574.6
4	1	e16	SAMPLE	Toremifene	1.48742967415913	-0.917374890878725	-2.22023184608599	-0.630605853029133	-0.964093933725566	1.24625582417042	-1.82347646025286	0.73316169982019	-0.253159132889469	1.18253653448299	7.14823904942349e-25	0	734	Toremifene	+ IR	E16	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	27255.3548387097
3	1	c03	NEGATIVE	DMSO	0.700080493640946	0.71485694840592	0.0155814827378548	-0.879234051520068	2.14727936205786	-0.628455352215782	-0.479036556110593	-0.445218871721743	-0.157810221226156	1.18188330034904	7.65898325441719e-25	0	492	DMSO	+ IR	C03	AstroF-IR-3uM-plate1	3uM	NEG	AstroF-IR-3uM-plate1	59671.8833333333
1	1	k12	SAMPLE	Decitabine	0.755591355835311	-0.428274414434844	0.0940650314102818	-0.835253266695983	-1.10668263707591	-1.17133313734745	0.2288185945095	-0.266564272762055	-0.154398598392486	1.18172810049483	7.75730381793319e-25	0	99	Decitabine	+ IR	K12	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	56243.0178571429
4	1	c07	SAMPLE	Melatonine	0.11503547529608	-0.559780963371795	-0.30254039768384	-0.0524684972515399	0.622179729597333	-0.572624594892383	-1.21584048754509	-0.864371126065578	0.312006915226468	1.1809720375494	8.40844818750944e-25	0	623	Melatonine	+ IR	C07	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	55693.55
3	1	m13	SAMPLE	Duvelisib	-0.296321665402579	-0.345113313479974	-0.273536899498741	-0.370288478301989	0.677430056480839	0.0944862971370967	-1.6200750398317	-0.0869973731450334	-1.31466922198422	1.17871630349807	1.07915901493948e-24	0	511	Duvelisib	+ IR	M13	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	63719.5441176471
1	1	c17	SAMPLE	Gimeracil	0.40894044380031	0.834143236571995	0.838043569989276	0.594935825763195	1.53143167836909	-0.634369453245568	0.390547827333063	0.167652131362288	-0.4992207819202	1.17747914190254	1.2345100593179e-24	0	167	Gimeracil	+ IR	C17	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	71981.1794871795
1	1	e12	SAMPLE	Dacarbazine	-0.366126113494101	-0.424480636451051	0.11068912649685	-0.107643621116932	-0.135040520598216	-1.00130800293186	0.890348061159696	-0.418047583631255	0.393895800852663	1.17721349245993	1.26599259922342e-24	0	94	Dacarbazine	+ IR	E12	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	66454.126984127
3	1	f06	SAMPLE	Alectinib	-0.196257555181872	-0.556724852142229	-0.388591386486773	-0.556219734455465	4.09790426639824	3.86041337435779	-0.117225079948267	0.936568849528445	-1.9801471803039	1.16566639760776	4.57906168427707e-24	0	406	Alectinib	+ IR	F06	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	55971.3968253968
1	1	f08	SAMPLE	Beta-Carotene	0.557287773139625	-0.191868809348273	0.802742121477282	-1.12810109341632	-0.610873002862199	-1.05603096078473	-0.110261294167032	-0.996585180930101	-0.58468995483909	1.16344285862527	5.83306703059558e-24	0	46	Beta-Carotene	+ IR	F08	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	68287.9310344828
1	1	e15	SAMPLE	Etoposide	0.214321619059132	0.844845499999409	-0.0706722395025504	-0.412278066571334	1.44408826474922	-0.858148061285039	0.399359849476369	1.81754397890822	-1.54222181744438	1.16321359283112	5.92825236638416e-24	0	145	Etoposide	+ IR	E15	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	63869.2678571429
1	1	h03	NEGATIVE	DMSO	-0.157772102839556	-0.126642573133132	0.518057620689611	0.687791412970391	0.621098421861242	-1.54147535487624	0.568094351713241	-0.898967579405601	0.607004183831394	1.16323758363275	5.92825236638416e-24	0	118	DMSO	+ IR	H03	AstroF-IR-1uM-plate1	1uM	NEG	AstroF-IR-1uM-plate1	74768.6111111111
1	1	g17	SAMPLE	Hesperetin	0.164713078578101	-0.44550671717223	-2.34680076814716	-0.141983562277505	3.54360736866213	-0.803048411620941	0.378769861228423	0.326268010590524	-5.11646631025115	1.16316537217953	5.93279227752633e-24	0	171	Hesperetin	+ IR	G17	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	56929
3	1	h09	SAMPLE	Calcium Levofolinate	0.38301683333307	0.630002793915944	0.297061559823165	-1.16832993545448	0.592397508652107	-1.08315717029595	-1.34676501934632	0.0925266716447322	-0.56142774925372	1.16295713593129	6.04363570992918e-24	0	445	Calcium Levofolinate	+ IR	H09	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	60247.3461538462
4	1	n07	SAMPLE	Naringin	-0.197668150721824	-1.58462081000887	-0.0439827315477383	-0.0577584497586408	0.611275419949621	-0.415879994382915	0.345908473700902	-2.09384090717474	-0.183027778251	1.16253459502523	6.30448067836661e-24	0	634	Naringin	+ IR	N07	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	57789.3913043478
2	1	h13	SAMPLE	Ruxolitinib	0.487294110046428	-1.25293973077206	0.00923558305181459	0.580417358772022	0.729114644812826	0.0789130294817356	-1.28986335636913	0.155396879459159	-0.878627507988815	1.16200224383645	6.65698228522862e-24	0	323	Ruxolitinib	+ IR	H13	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	63303.9555555556
2	1	g06	SAMPLE	Lonafarnib	-0.666438072434472	-0.176133205536135	1.3090230995902	0.356473520066593	-0.57721846370426	-0.730267740537634	0.520402505897028	-0.633263315640056	0.78950453394956	1.16146207713999	7.03518287062996e-24	0	237	Lonafarnib	+ IR	G06	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	73214.8571428571
3	1	d11	SAMPLE	Cisplatin	-0.671910436951901	0.18229165382069	0.305804647950977	-0.168394493998553	1.0797253463847	-0.952748616687514	-0.678903355453724	-0.42706950596014	-0.850523991954978	1.15802973282796	1.02301191307184e-23	0	464	Cisplatin	+ IR	D11	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	68326.027027027
2	1	j14	SAMPLE	Talazoparib	0.796506732282094	0.199402623110592	0.491716714938108	-0.701092355545106	-0.443674305468055	1.0109181049046	-0.549051848005329	-0.308460140735977	-2.00781019824634	1.15798563841603	1.02342552522995e-23	0	337	Talazoparib	+ IR	J14	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	69935.2459016393
1	1	n03	SAMPLE	Rottlerin	1.37566388330472	-2.72720452030086	-2.76992309388202	0.485567949898503	-0.716531912222126	0.13378839081993	-0.655116189260836	-0.323022413976262	0.854456459539711	1.15213588101132	1.93727712342492e-23	0	194	Rottlerin	+ IR	N03	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	31490.7894736842
4	1	n14	SAMPLE	Tazarotene	0.231537656466731	0.0216077089624471	-0.705127637849977	-0.933003635301405	1.47950979985135	0.292046299585315	-0.693118480086576	-0.543917124217379	-0.433381502400306	1.15175021851486	2.01192495900409e-23	0	719	Tazarotene	+ IR	N14	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	51250.7121212121
3	1	i18	SAMPLE	Imiquimod	-0.243563069237832	1.02993647033029	1.21323220703937	0.892854393809535	0.949049507125093	-0.923226671969596	0.101673597078886	0.79355882339924	-0.422051363404632	1.15142278841521	2.07618252810071e-23	0	564	Imiquimod	+ IR	I18	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	75324.0759493671
1	1	n18	SAMPLE	Itraconazole	1.29649732219597	-1.80716217181263	-0.934659917084199	-1.06328578091808	-0.998319711062841	0.372907779917247	-2.46947376106168	-0.473527278133102	0.211404997865175	1.15060042262898	2.26166424252202e-23	0	190	Itraconazole	+ IR	N18	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	48364.2985074627
3	1	i16	SAMPLE	Fulvestrant	0.267050278957794	-0.854397134905221	0.859957775386285	-0.300517407579018	1.2439506320577	0.49830658454343	-0.510914933683129	-0.302997245630052	0.972988599510293	1.15001835121706	2.39974012742352e-23	0	542	Fulvestrant	+ IR	I16	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	70495.3928571429
1	1	k16	SAMPLE	Gefitinib	0.220337677291489	-0.130203367439426	0.11614680589024	-1.15924180467968	-0.104134182707032	-0.560555764118645	0.825023692237546	0.477675246819532	0.113563985531716	1.14964965792249	2.48754841436417e-23	0	163	Gefitinib	+ IR	K16	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	61552.4875
4	1	j05	SAMPLE	Larotrectinib sulfate	0.132530606550454	-0.450002270317796	0.418246020560611	-0.599953416838645	-0.308464237313847	-0.131645753660816	0.678736138127527	-0.335420791659523	0.0154530855779813	1.14940155191713	2.5448505444507e-23	0	608	Larotrectinib sulfate	+ IR	J05	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	58367.4333333333
2	1	d07	SAMPLE	Menatetrenone	-0.711247933895153	1.56264244190373	0.339945762554527	0.0809939202234849	0.454933852336238	-0.247252880376034	0.446279520935211	0.581271434918843	-0.809003372544513	1.14763310385538	3.07309189682785e-23	0	246	Menatetrenone	+ IR	D07	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	68693.1888888889
3	1	h13	SAMPLE	Docetaxel	1.84344202512069	0.16574456141804	-1.47174528890789	1.50414810709154	-2.73580280141288	-2.00544242301907	0.294101666950634	0.371531029583999	-0.72630517551976	1.14574797198369	3.75708927184116e-23	0	508	Docetaxel	+ IR	H13	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	39867.7205882353
3	1	d07	SAMPLE	Apatinib	-0.100608658310661	0.848450852616473	0.0604906059690826	-1.95227758984018	0.45928690414445	-0.971581105102074	-0.170317388371326	0.303269098576831	-0.83443042637231	1.14470993721645	4.18798624995418e-23	0	416	Apatinib	+ IR	D07	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	56365.3571428571
