"","Compound","Category","Concentration","Astrocyte","DistanceScore","PCA01","PCA02","PCA03","PCA04","PCA05","PCA06","PCA07","PCA08","PCA09","PCA10","Library"
"1426","Dexfenfluramine hydrochloride","IR+ Compounds","10uM","AstroF",1.29364196222866,-1.08346723307068,1.19606618415491,1.07613029107922,0.543241630509585,0.49240730668759,0.367940420761841,0.222581895819582,-1.2243544743645,0.128282519853818,NA,"FDA Approved Drugs Library"
"1427","Dexfenfluramine hydrochloride","IR+ Compounds","1uM","AstroF",0.757114714087152,0.400452289738976,0.754826066982021,0.0274022619925774,-1.06285363645835,0.173174759088979,-0.260639030632952,-0.411491160587457,0.565853094716078,1.31133341271608,NA,"FDA Approved Drugs Library"
"1428","Dextromethorphan hydrobromide monohydrate","IR+ Compounds","10uM","AstroD",1.02307621761913,0.208209469427031,-0.0113047538632064,0.331736481382849,-0.725515722685599,-0.07636366922462,-1.63715708578,-0.228435086583163,-1.08392472140081,0.804029024078072,0.56473077703637,"FDA Approved Drugs Library"
"1429","Dextromethorphan hydrobromide monohydrate","IR+ Compounds","1uM","AstroD",0.314860963026991,0.531414279557094,0.600418371826799,1.00677412248684,-0.783023967409291,-0.00757716465806103,-0.0650312175175666,1.44760111446126,-0.117398879150113,-1.29462277948074,0.164065802280487,"FDA Approved Drugs Library"
"1430","Dextromethorphan hydrobromide monohydrate","IR+ Compounds","10uM","AstroF",0.844420767254302,-0.772471618465872,-0.0957713753840033,0.229311819469944,1.25749334410919,0.0452694478156297,-1.23847917239076,0.37766896094222,2.00942177949935,-0.817661748465992,NA,"FDA Approved Drugs Library"
"1431","Dextromethorphan hydrobromide monohydrate","IR+ Compounds","1uM","AstroF",0.800985872882457,-1.29945132857721,-0.466598114872038,-1.49801013263615,2.63176611251245,0.875153500315433,-0.891030313574636,-0.35976570459605,1.18132215419657,1.02151759639051,NA,"FDA Approved Drugs Library"
"1432","Diacerein","IR+ Compounds","10uM","AstroD",1.28060272724948,-0.314902295069584,-1.78362499031347,-0.0587535882690248,-1.17186388820291,-0.596217458022159,-0.989384304904768,-0.655252943581731,-1.86488095141539,-0.559861571966344,-0.979492466201437,"FDA Approved Drugs Library"
"1433","Diacerein","IR+ Compounds","1uM","AstroD",1.00789348421573,-0.289048599142487,-0.478467783046013,-1.46069120574188,2.15085449456592,-2.37874983394783,1.96885335323657,2.45961618656992,-0.653960892602744,-0.722170015677223,1.73067801770095,"FDA Approved Drugs Library"
"1434","Diacerein","IR+ Compounds","1uM","AstroF",1.07649391964973,-0.39590164523213,-0.632647527832602,0.301253153857721,-0.163182643734326,-0.172110864973386,0.419319233769842,0.354612013791682,-0.298263097891023,-0.247654194792863,NA,"FDA Approved Drugs Library"
"1435","Diacerein","IR+ Compounds","10uM","AstroF",0.908889323749946,-0.189730727711933,-0.121734064624772,0.0932163746187585,-0.510620412994843,0.133398622405265,-0.6033040439256,0.481886236136388,0.375170161687395,-0.29525253185682,NA,"FDA Approved Drugs Library"
"1436","Diatrizoic acid dihydrate","IR+ Compounds","1uM","AstroD",1.21409666503043,-0.0589309308508185,-0.422714823031976,-1.01344293480993,-0.0912515088322795,-0.966932334444968,0.0540964748867034,-0.681863889005529,0.822052785081756,0.318538001612068,-0.794508317435954,"FDA Approved Drugs Library"
"1437","Diatrizoic acid dihydrate","IR+ Compounds","10uM","AstroD",0.755012070404599,-1.80229542902748,-0.567031722487664,-0.0590889453312688,-0.523089289266557,-1.04308276915318,-0.810099994725633,-0.0977725065859729,0.966408875811262,-0.417972244374997,0.632252593725356,"FDA Approved Drugs Library"
"1438","Diatrizoic acid dihydrate","IR+ Compounds","10uM","AstroF",1.44471577867367,-0.351960216698658,0.682268688113641,-0.676579101586881,-1.0715388504777,1.31414045093598,-0.400791965446136,1.18518122406731,0.0431553457253229,-0.298667424284075,NA,"FDA Approved Drugs Library"
"1439","Diatrizoic acid dihydrate","IR+ Compounds","1uM","AstroF",1.17474480039158,0.417964400779789,-0.280612526457007,-0.96448358831862,-1.38954638865912,0.916275743186792,0.219195225737896,0.414693409734306,-0.957886416244053,1.37874273987917,NA,"FDA Approved Drugs Library"
"1440","Diazoxide","IR+ Compounds","1uM","AstroD",1.13105267412353,-0.0132698571558594,-0.111037742354559,-0.27159302510175,-0.723248449632236,0.384487536593963,0.354508206557516,-1.1928478785847,0.473231116130647,0.310080712061979,-0.393831909382946,"FDA Approved Drugs Library"
"1441","Diazoxide","IR+ Compounds","10uM","AstroD",1.12861115177347,-0.743576615934784,0.46275244793946,0.766114033428005,0.809914659036535,0.840009825396509,-0.133118716854492,-0.463858260893427,-0.367151814966969,0.0418842092518011,-0.710376896939702,"FDA Approved Drugs Library"
"1442","Diazoxide","IR+ Compounds","10uM","AstroF",1.05703037959939,-0.302642558656994,0.995578041331197,0.514146124780472,-0.0959437591613806,-0.501890889803161,-0.219527142044333,-0.294706067433853,-0.201997343926567,-0.556483056739172,NA,"FDA Approved Drugs Library"
"1443","Diazoxide","IR+ Compounds","1uM","AstroF",0.785873150609857,-0.756943707020907,0.46255741813071,1.02114108412679,0.160761484617933,-0.569209936982661,0.620803333837085,0.960502824954495,0.73943194940346,1.49680912924046,NA,"FDA Approved Drugs Library"
"1444","Dibenzepine hydrochloride","IR+ Compounds","10uM","AstroD",1.28307008016168,0.497423901725563,-0.261428511089643,-0.676350535795667,0.479263216412038,0.2714688620902,-0.4018108210753,0.0751998304782902,0.383398255895977,1.23304767619358,0.589985972556473,"FDA Approved Drugs Library"
"1445","Dibenzepine hydrochloride","IR+ Compounds","1uM","AstroD",1.04601855335816,0.27124502847905,0.650873572538008,0.913323607017903,-0.177246520618851,0.36352936071204,0.527422199039962,0.356418517579499,-0.753680661840403,0.50191849051852,-0.00529190382300908,"FDA Approved Drugs Library"
"1446","Dibenzepine hydrochloride","IR+ Compounds","1uM","AstroF",1.17434763385854,-0.602371468163933,0.744658008083372,0.843347676730705,-0.281841200029916,-0.435090085922177,-0.0496306061966945,-0.0482579527569852,0.949388242274644,-0.406297870904231,NA,"FDA Approved Drugs Library"
"1447","Dibenzepine hydrochloride","IR+ Compounds","10uM","AstroF",1.10665529762918,-0.384486763627195,-0.0348875502495387,1.76045276211323,0.14894976203695,0.0250453325176268,0.27515954670019,0.497850660134229,-1.1479996816015,0.0181145824794349,NA,"FDA Approved Drugs Library"
"1448","Dibucaine","IR+ Compounds","1uM","AstroD",1.1068277062762,0.221483655005897,0.134771215059768,1.34830732397211,-1.09386696641172,-0.840156874567976,0.0168259376834645,-0.118306542397322,-1.29282278934139,0.364611572914467,-1.8353691170645,"FDA Approved Drugs Library"
"1449","Dibucaine","IR+ Compounds","10uM","AstroD",0.646247527627802,-0.00401146043075665,0.0666170662351649,0.314918993993096,-0.620672402545834,1.15510895802513,-0.490519974564918,0.0297964767543334,0.695199188361271,0.645187941087568,0.613675886614275,"FDA Approved Drugs Library"
"1450","Dibucaine","IR+ Compounds","1uM","AstroF",0.845696637613607,0.760383451664085,1.3141633943607,-0.843867851719136,-0.409883063638992,0.138526977215209,-0.806379930529358,0.545746094516682,-0.168579455448615,1.00921421372784,NA,"FDA Approved Drugs Library"
"1451","Dibucaine","IR+ Compounds","10uM","AstroF",0.789284470437196,-0.220901091093524,-0.307441991087939,-0.509463259669494,-0.609460901712422,-0.571715860498389,-0.0742334724118117,1.37182187533908,0.772982839955066,0.598906317081468,NA,"FDA Approved Drugs Library"
"1452","Dichlorphenamide","IR+ Compounds","10uM","AstroD",0.748810687972756,-0.718734553918392,0.948293871832366,-0.582066903132978,0.534760662437575,-0.116790876495751,0.704120844609413,0.219695659324902,0.685062169833409,-0.540024497800419,1.00907073208359,"FDA Approved Drugs Library"
"1453","Dichlorphenamide","IR+ Compounds","1uM","AstroD",0.374909933837139,0.392203666744207,0.882655517436318,-0.553618100305621,-0.822515761322898,-0.208385647229437,-1.2900649031844,0.232050584914435,-0.146347981743472,-0.41947005430656,-0.838023816867566,"FDA Approved Drugs Library"
"1454","Dichlorphenamide","IR+ Compounds","1uM","AstroF",1.06716450174543,-0.182489236081139,0.837537273471905,-0.108240154589196,-0.469263372966264,-0.283913536871621,-0.427903886295132,-0.117776549965893,-0.241661789750577,-0.230920544294671,NA,"FDA Approved Drugs Library"
"1455","Dichlorphenamide","IR+ Compounds","10uM","AstroF",0.969251060797544,-0.417358467258751,0.160915572069875,0.360985126891323,-0.834525552660151,-0.367977263236385,0.128801139752666,0.900349860876322,-0.480083556137266,1.30782810612121,NA,"FDA Approved Drugs Library"
"1456","Diclazuril","IR+ Compounds","10uM","AstroD",1.01097829446127,0.238608262232589,0.363383893092962,-0.0923734052086842,0.284401734880583,-0.0393406093050254,0.100591648520669,-0.940671910929761,0.0228198273658852,-0.890843485877019,-0.201697392422311,"FDA Approved Drugs Library"
"1457","Diclazuril","IR+ Compounds","1uM","AstroD",0.877030924279045,-0.666283330758646,0.23155797332915,0.452277338524112,0.0875705238062625,1.02494492302077,-0.0504210757911271,-1.35769629483581,1.63143394909756,-1.58319358684953,-0.994566467194908,"FDA Approved Drugs Library"
"1458","Diclazuril","IR+ Compounds","1uM","AstroF",1.05474842789658,0.44923509017782,0.0413390771904766,0.00540037003237366,-1.10678133445027,-0.445699350879204,-0.449411803385534,0.543577099416679,-1.11517388106868,-1.57782500292525,NA,"FDA Approved Drugs Library"
"1459","Diclazuril","IR+ Compounds","10uM","AstroF",1.01337716407536,-0.329363888830819,0.174486257819665,0.807281475730634,-0.529266659394651,-0.508191532810488,0.340790096163959,0.551134380264891,1.24751451580469,-0.524510867852435,NA,"FDA Approved Drugs Library"
"1460","Diclofenac sodium","IR+ Compounds","1uM","AstroD",0.874588148307834,-0.11698201698658,-0.128534680639803,-0.00494720588490273,0.744485351488178,-0.045524013123314,0.942839465509687,1.02792038236118,-0.250673108944534,-1.23852335026215,-0.571868628563191,"FDA Approved Drugs Library"
"1461","Diclofenac sodium","IR+ Compounds","10uM","AstroD",0.780115816019418,0.193044392793807,-0.644350236403655,-0.195252259746536,-1.2181372962986,-1.69925277165849,-0.27534283779247,0.848732787551744,-0.855979245807249,-0.469426134816026,1.23157117789348,"FDA Approved Drugs Library"
"1462","Diclofenac sodium","IR+ Compounds","10uM","AstroF",0.827743028465278,-0.633937141365538,-0.705580507545691,-0.458179275372794,-0.723139631956898,-0.939468288719318,0.176155918723299,0.381889045306087,0.0702473875359139,1.3483418747776,NA,"FDA Approved Drugs Library"
"1463","Diclofenac sodium","IR+ Compounds","1uM","AstroF",0.682022611919534,-0.81985704435112,0.601798069796624,-0.159289361727139,-0.224187518499678,-1.61653809890527,-1.74549059712069,-0.121114575971116,1.83360208319022,0.65471841592261,NA,"FDA Approved Drugs Library"
"1464","Dicloxacillin sodium salt hydrate","IR+ Compounds","1uM","AstroD",1.27289610246983,-0.326088282269672,-0.611128011844731,-0.379363341600669,0.222869340746859,-1.34344156209844,-0.279754987703301,-0.168695434108787,0.665922216678739,0.343939770745087,0.874912118303509,"FDA Approved Drugs Library"
"1465","Dicloxacillin sodium salt hydrate","IR+ Compounds","10uM","AstroD",1.23526147677004,-0.745183403204057,1.07519830113012,1.95290752447904,0.656663094955474,0.692202825122557,0.264588465482563,-0.408828218501514,-0.284536157053345,0.310297085825834,0.282413673985322,"FDA Approved Drugs Library"
"1466","Dicloxacillin sodium salt hydrate","IR+ Compounds","10uM","AstroF",0.846685147157631,-0.523332324718807,0.00975496643390142,0.500393858998532,0.117107785512427,0.398894543178099,0.30075860126191,-0.712010608028579,0.480971865108185,1.32279059776065,NA,"FDA Approved Drugs Library"
"1467","Dicloxacillin sodium salt hydrate","IR+ Compounds","1uM","AstroF",0.807605630582808,0.233120467637934,-0.768742078115568,-0.0377963300889008,-0.478576349485918,0.0478519564594345,-0.334765013654595,0.221863106002304,0.117335002616823,-0.238232706967539,NA,"FDA Approved Drugs Library"
"1468","Dicumarol","IR+ Compounds","10uM","AstroD",1.49747017194603,-2.23761667549229,-1.45748234270352,0.142678725355159,-0.0245377477466918,-0.691650030266941,1.42181209074351,-0.852808061016289,0.638117247890247,1.76904404680211,-0.381759112948795,"FDA Approved Drugs Library"
"1469","Dicumarol","IR+ Compounds","1uM","AstroD",1.14500261510285,-0.59210695569806,-1.22152763258377,0.117360677019792,-0.786309623482985,0.376609470358821,-0.593273715257674,-0.492628174144868,-0.242113499311561,0.570251542768143,1.20689575947975,"FDA Approved Drugs Library"
"1470","Dicumarol","IR+ Compounds","10uM","AstroF",1.18374781954281,-0.0339245280443853,-1.0204008975217,-1.96717370301963,-0.18649718203072,1.83296456266942,1.00759314850857,-1.25666354101594,-1.70746426169032,1.67954457403046,NA,"FDA Approved Drugs Library"
"1471","Dicumarol","IR+ Compounds","1uM","AstroF",0.869445755217994,-0.443528191477356,-0.356829507548227,0.109001676240305,0.175369516796593,0.436753031452568,-1.0457961661223,-0.728105411267911,0.102090109967413,-0.419650339252848,NA,"FDA Approved Drugs Library"
"1472","Dicyclomine hydrochloride","IR+ Compounds","1uM","AstroD",1.20867251622961,-0.78723390928991,0.207431670931656,0.0594230908677185,0.25325999807771,1.32573520524197,0.986072579635629,-0.276204204721693,0.860257693297159,-0.269895951421346,-1.63735467154195,"FDA Approved Drugs Library"
"1473","Dicyclomine hydrochloride","IR+ Compounds","10uM","AstroD",1.07943763766403,-1.03857303117778,0.562182550746057,0.773376403604142,0.739574764888519,1.08229605689525,0.48910035949464,-0.744528088399886,0.79509872725944,-0.0963409514403735,-0.324484907629216,"FDA Approved Drugs Library"
"1474","Dicyclomine hydrochloride","IR+ Compounds","10uM","AstroF",1.2740597489621,0.305598663215743,0.858356653765276,-0.43183386790681,-0.573045036098968,-0.676730924393099,0.585911883266673,0.673254213795481,0.35090951377913,-0.95883272030338,NA,"FDA Approved Drugs Library"
"1475","Dicyclomine hydrochloride","IR+ Compounds","1uM","AstroF",0.560518159281461,0.981327243154644,-2.21652621064676,-0.622254060854973,1.63574176263079,-0.933818648017165,-1.48466064473229,1.27585786924292,4.86555620685733,-0.0776935587068142,NA,"FDA Approved Drugs Library"
"1476","Didanosine","IR+ Compounds","1uM","AstroD",1.24802036005689,-0.431286057372282,0.300641524991757,1.72600077494873,0.314210817648527,0.304499535287521,1.70078934647392,-0.941660975087469,-0.38971536664549,-1.10874527219889,1.62079573677773,"FDA Approved Drugs Library"
"1477","Didanosine","IR+ Compounds","10uM","AstroD",0.669942600471421,-0.0788704506216357,1.14876587230227,1.83203409261578,0.166983423130145,0.869527397408034,-1.42970314265884,-0.381520526431948,-0.0196644581320422,-0.379777867510219,-1.22240582411588,"FDA Approved Drugs Library"
"1478","Didanosine","IR+ Compounds","1uM","AstroF",0.874681600615528,-0.360232975037224,1.54208559907572,0.869772937895813,-0.0907747161838362,-1.87343629873342,0.163064490368976,0.666147054665844,0.757601357128352,-0.130067827131504,NA,"FDA Approved Drugs Library"
"1479","Didanosine","IR+ Compounds","10uM","AstroF",0.847712693801299,-0.730491429849327,0.563379946109936,1.090403465148,-0.521410010681823,-0.246735611045529,-0.0797641322361369,1.65176324939644,0.93673398586801,0.543542547932636,NA,"FDA Approved Drugs Library"
"1480","Dienestrol","IR+ Compounds","1uM","AstroD",1.17172243945443,0.391988846649478,-0.395254068497142,-0.566679245876872,-0.455998363385167,0.462483889463446,1.28225391562705,-0.410301616135188,-1.01339502720021,-0.823852873507325,-0.586379050719959,"FDA Approved Drugs Library"
"1481","Dienestrol","IR+ Compounds","10uM","AstroD",0.829999557472861,0.249779678205086,0.475384803642047,-3.21794333306084,-0.545393612290576,0.477857180965309,0.195932491740106,-1.09809851144025,1.43208157632926,1.1460235160117,-0.598004087283765,"FDA Approved Drugs Library"
"1482","Dienestrol","IR+ Compounds","1uM","AstroF",0.75062095905273,0.301365709809458,0.130139601254292,0.534433754815637,-0.173035661179013,0.629346262039687,-1.02700365234285,-0.172557472537036,1.43205728942726,0.493229588694015,NA,"FDA Approved Drugs Library"
"1483","Dienestrol","IR+ Compounds","10uM","AstroF",0.508700061746444,0.593958891315447,-1.25030914654452,0.906157451091252,-0.141536961438674,-0.560699487343743,-0.248183556211729,0.483358448597511,0.113566166660332,-0.331866314922341,NA,"FDA Approved Drugs Library"
"1484","Diethylcarbamazine citrate","IR+ Compounds","10uM","AstroD",1.03247774188369,1.71362137899979,-0.0708349038175536,0.107819659670718,-0.281689492565956,-1.0250036020528,1.36082356859043,-0.527924788027987,0.569240407243433,-0.806688554738777,-0.952469436068094,"FDA Approved Drugs Library"
"1485","Diethylcarbamazine citrate","IR+ Compounds","1uM","AstroD",0.941164677491039,-0.04145577712202,-0.693997795041545,1.57836311736349,0.619864443132808,-0.330590149504654,-2.47488788516464,0.699467401165774,-0.991341418071312,0.32153818604885,1.51068870847803,"FDA Approved Drugs Library"
"1486","Diethylcarbamazine citrate","IR+ Compounds","1uM","AstroF",1.31499552848586,0.476175165638765,-0.248347084604588,-0.394416633423304,-0.43956043408167,1.08681198724327,0.148808245525504,-0.554387663388641,-0.15027777067057,0.60913297323638,NA,"FDA Approved Drugs Library"
"1487","Diethylcarbamazine citrate","IR+ Compounds","10uM","AstroF",1.26428958895213,0.0758104063137743,0.589436266743915,0.0055797621389185,-0.342894766496995,1.05883520271016,0.200240240420656,-2.72672623715405,1.6622155865025,0.484301054288298,NA,"FDA Approved Drugs Library"
"1488","Diethylstilbestrol","IR+ Compounds","1uM","AstroD",1.35889111235002,-0.707516688381924,-1.24330507888601,-1.78274408949543,-1.11327883167021,-0.731039450646516,0.989785034365751,-1.18671758271458,-0.264563138600118,2.39916919108542,0.86815977288288,"FDA Approved Drugs Library"
"1489","Diethylstilbestrol","IR+ Compounds","10uM","AstroD",0.482613659527453,1.1826321886005,-0.246137095604383,-3.37581337446237,-0.661783600991268,0.398573574736908,-2.43282975691415,-1.30514800929659,1.64068771736843,0.187861202623045,1.35435868481546,"FDA Approved Drugs Library"
"1490","Diethylstilbestrol","IR+ Compounds","1uM","AstroF",0.7203255532737,0.882784297692464,0.619420883633145,0.314509239681465,0.0697801925993406,0.890966300834828,-0.797249842710812,0.26518038303787,-0.112900962127449,0.756097047060512,NA,"FDA Approved Drugs Library"
"1491","Diethylstilbestrol","IR+ Compounds","10uM","AstroF",0.499806981939258,1.88368752417442,-2.37392115031734,0.0700223737795603,-0.0895234228595267,0.379045886738467,-0.658917645796477,-0.289588167888772,-1.11229094575347,0.456375942026565,NA,"FDA Approved Drugs Library"
"1492","Diflorasone Diacetate","IR+ Compounds","1uM","AstroD",1.03526739021098,0.0629289993206612,2.14327199364883,1.33069242079907,0.812960875616801,0.0639182802983611,-1.80358775910967,0.303205427096924,-0.533202961582869,-0.242201170596543,-0.384280811223871,"FDA Approved Drugs Library"
"1493","Diflorasone Diacetate","IR+ Compounds","10uM","AstroD",1.00448913503745,0.142715186051076,-0.170123162481375,0.44893129268985,0.126332702096767,-0.15890025268298,-0.723960822157795,-0.884182313960578,0.183135240876854,-0.111988358846129,-0.277147239385513,"FDA Approved Drugs Library"
"1494","Diflorasone Diacetate","IR+ Compounds","10uM","AstroF",1.20111266723578,0.274604399537614,0.769299928555865,-0.910719450624885,-0.687467213503439,-0.0859423159122968,1.60628784210757,-0.642245083309709,1.86884700389109,-0.131396586453281,NA,"FDA Approved Drugs Library"
"1495","Diflorasone Diacetate","IR+ Compounds","1uM","AstroF",0.602775188580019,0.40206215701315,0.964777294490966,1.74272376210311,0.182454742476615,-0.00773707822606851,-1.13261831034163,-0.0931526812822539,0.553647131784087,1.37045259984462,NA,"FDA Approved Drugs Library"
"1496","Diflunisal","IR+ Compounds","1uM","AstroD",1.24883142718224,0.402606115024955,1.20695969489973,1.73258392604339,2.04901041918564,0.135952634924895,0.792506902070029,0.880239749627572,-0.382876298985745,-0.0821597704802596,0.801560948373612,"FDA Approved Drugs Library"
"1497","Diflunisal","IR+ Compounds","10uM","AstroD",0.847719964818823,-1.25718247078166,1.37138245763257,0.540051856244409,0.911794285575482,1.38938455928654,0.685850057620797,1.76949475612069,-0.439366682125699,-0.00430331868643516,0.791564659603228,"FDA Approved Drugs Library"
"1498","Diflunisal","IR+ Compounds","10uM","AstroF",1.48531760285969,0.390341127019063,0.517283962814862,-0.278543077953029,1.29381832848632,0.455864427927413,2.93443146627271,1.28763441355315,0.898289778557835,-2.01983839744402,NA,"FDA Approved Drugs Library"
"1499","Diflunisal","IR+ Compounds","1uM","AstroF",0.821656262036567,0.895148558806804,1.4383749403267,2.98151096978848,0.729968297957236,0.291991651875556,-0.0894116927669238,-0.659443241882123,1.26255807463028,1.10213782094752,NA,"FDA Approved Drugs Library"
"1500","Digitoxigenin","IR+ Compounds","1uM","AstroD",1.43557359432752,-0.138706395315357,-1.05229524527857,-1.27793942583353,0.638169700132944,-0.673114924833857,0.146127661774429,-0.421799900250674,-1.14129979900091,-0.51386038265682,-0.239569249241671,"FDA Approved Drugs Library"
"1501","Digitoxigenin","IR+ Compounds","10uM","AstroD",0.960739423327722,0.744480262712341,-0.480953792613846,0.19330326419685,-1.34620792040338,0.630186951517266,0.249532835224409,-0.330595922683647,0.299580046157771,0.332153440891544,-0.468693611893529,"FDA Approved Drugs Library"
"1502","Digitoxigenin","IR+ Compounds","1uM","AstroF",1.21328939563464,0.31708145960953,-0.0455690017209717,0.198977038225361,-0.853516644541478,-0.036890755730644,0.34982787090714,-0.686054133122798,0.944192216810025,1.02945469536466,NA,"FDA Approved Drugs Library"
"1503","Digitoxigenin","IR+ Compounds","10uM","AstroF",0.939359318462855,-0.829588277520945,-0.289660926471364,0.0556236332208141,-0.3555343559059,0.135267162326404,-0.240141632908866,-1.19538839127973,1.66274337582169,0.459158610745966,NA,"FDA Approved Drugs Library"
"1504","Digoxigenin","IR+ Compounds","1uM","AstroD",0.470812997147802,3.26972813570126,-2.27960524765544,-1.36983143738192,-2.56865601559022,0.879790045959267,-0.702430349492364,3.86189704193552,1.94144770114375,-0.396502975928574,2.030530042001,"FDA Approved Drugs Library"
"1505","Digoxigenin","IR+ Compounds","1uM","AstroF",0.518013855272836,2.21660233614963,-2.82004073676146,-3.17872289553361,0.704553346025553,-1.87280162157232,-1.82397535620536,1.10459020722319,0.327767447660593,0.192073401521605,NA,"FDA Approved Drugs Library"
"1506","Digoxigenin","IR+ Compounds","10uM","AstroF",0.454795664649234,4.16879658638095,-2.29903767291561,-2.46417379221963,2.76522928386858,-0.201712097677177,-0.456776758187148,1.90807982242272,0.675435881402494,1.6832546916598,NA,"FDA Approved Drugs Library"
"1507","Digoxin","IR+ Compounds","10uM","AstroD",1.2855459768835,0.0845538848359375,-0.108288081693854,1.51764257328106,-0.201190471363813,1.08788973389483,0.405679455720961,-0.850392071558709,0.587620640813581,0.487838456578349,-0.595668536554151,"FDA Approved Drugs Library"
"1508","Digoxin","IR+ Compounds","1uM","AstroD",1.13335938043425,-0.602759663729779,-0.723990261434622,-0.497753751943434,-0.965380524974151,-0.714494757047661,-1.19947666349021,-0.174126180524218,-0.170278384570906,0.525267287364483,-1.70159214501168,"FDA Approved Drugs Library"
"1509","Digoxin","IR+ Compounds","1uM","AstroF",1.05869312522714,0.167940642299943,0.306877697882094,-0.906416497767584,-0.632793218539502,1.11843404461116,-1.24158038066272,-0.248369486892715,1.98574943068005,0.714901838798217,NA,"FDA Approved Drugs Library"
"1510","Digoxin","IR+ Compounds","10uM","AstroF",0.608210502336938,-0.638471492997817,-0.205523366821077,0.566255023844435,0.0802536425489613,-0.171229207661468,-1.19179374857735,-0.0774898619128595,0.75572454724364,0.382147980973468,NA,"FDA Approved Drugs Library"
"1511","Dihydroergotamine tartrate","IR+ Compounds","1uM","AstroD",1.0396815019169,-0.555408720389448,0.697250297711277,1.29394499094842,1.19648384762986,-0.079214130534123,-0.062198483182341,0.35894756814131,-0.066171742866784,-0.898918077689397,0.684408078327027,"FDA Approved Drugs Library"
"1512","Dihydroergotamine tartrate","IR+ Compounds","10uM","AstroD",0.688653549028037,0.493911459110889,0.805750830516449,0.561328729508273,-0.79853966244628,-0.0212290489306335,-0.0394368918940673,-0.403321452476937,-0.079604771297246,-0.219888912967058,-1.94631289543366,"FDA Approved Drugs Library"
"1513","Dihydroergotamine tartrate","IR+ Compounds","10uM","AstroF",1.07400463376066,-0.199516122672681,0.653238499056618,0.790303538673893,0.143890425826401,-0.481599915577978,-0.0820778135603477,-0.240569844997944,-1.08885322748747,-1.12002324278367,NA,"FDA Approved Drugs Library"
"1514","Dihydroergotamine tartrate","IR+ Compounds","1uM","AstroF",1.01140883635476,-0.209705061602164,0.820640318928887,-0.243109137037332,0.0259781560407205,-0.607344166953532,-0.869031497977348,-0.461011685329126,0.876459380242937,-1.33380670570314,NA,"FDA Approved Drugs Library"
"1515","Dihydrostreptomycin sulfate","IR+ Compounds","10uM","AstroD",1.57144995076514,-0.8310404551759,-0.618171951068643,-0.000776833082643012,1.71441056064948,-0.353688911033773,0.195925932999955,-0.976711060681213,0.604350008872899,0.457522331192037,1.43646057576137,"FDA Approved Drugs Library"
"1516","Dihydrostreptomycin sulfate","IR+ Compounds","1uM","AstroD",1.50908623682217,-0.594060292807721,-1.02443628944839,-0.635715629497757,0.137177034731183,-0.351180192830046,-0.111097683902294,-0.936266027118343,0.327949545454983,0.0662536752227916,-0.0836129669100193,"FDA Approved Drugs Library"
"1517","Dihydrostreptomycin sulfate","IR+ Compounds","1uM","AstroF",1.1590139191213,-1.84352823686517,-0.389456339284962,0.00550991334736261,-0.590811406002094,0.175141238728294,0.184758245862671,0.676231532061053,0.447888894466434,0.389507635541167,NA,"FDA Approved Drugs Library"
"1518","Dihydrostreptomycin sulfate","IR+ Compounds","10uM","AstroF",1.09776822733863,-1.47537739257149,-0.801693079165062,-0.23529519157891,-0.348049448603718,-0.0158159362357365,-0.502834655032946,-0.467047377757191,0.104317556074647,-0.0556189775769518,NA,"FDA Approved Drugs Library"
"1519","Dilazep dihydrochloride","IR+ Compounds","1uM","AstroD",1.11539913579205,-0.487256636587171,-0.598044189576654,-1.63491327328491,-0.441309803293508,-0.106030955341661,0.279519019546347,-0.769705856669179,1.0456831752016,0.440867204698963,-0.634225619665317,"FDA Approved Drugs Library"
"1520","Dilazep dihydrochloride","IR+ Compounds","10uM","AstroD",0.971483319237706,0.618940482665711,-0.541873773173145,0.043048439153442,-1.4007577744206,-1.08640315210095,0.427358281055673,-0.787588220372617,-0.622932503235959,-0.756225954129814,0.474894055205022,"FDA Approved Drugs Library"
"1521","Dilazep dihydrochloride","IR+ Compounds","1uM","AstroF",1.00527014604672,-0.624170052816981,-0.818874552569213,-0.607463446120563,-0.296153594132585,-0.464213958829092,0.251699290026506,-0.0489464732373082,0.309899029066503,0.160855833216487,NA,"FDA Approved Drugs Library"
"1522","Dilazep dihydrochloride","IR+ Compounds","10uM","AstroF",0.827731653021271,0.539958408169508,-0.99686242581235,-1.04770097127725,-0.251768391324326,-1.05394656395087,-0.582531343132243,-2.11291408125861,-1.40830035837973,-0.28313173705637,NA,"FDA Approved Drugs Library"
"1523","Diloxanide furoate","IR+ Compounds","10uM","AstroD",0.901250236942732,0.702074799196671,0.52640358358387,-0.174324312915208,-0.894296701179409,0.362924496601291,-0.569682095485447,0.196499345543566,-1.56040559366437,-0.121796543923832,-0.616844501481422,"FDA Approved Drugs Library"
"1524","Diloxanide furoate","IR+ Compounds","1uM","AstroD",0.396626215274928,0.854643247591256,0.381260888217379,0.169850727659858,-0.328639166043467,-0.140383971806761,-0.114645750618399,-0.117233063096623,0.176061428409594,-1.76684416810863,0.933701308055074,"FDA Approved Drugs Library"
"1525","Diloxanide furoate","IR+ Compounds","1uM","AstroF",0.94641543726463,-0.252683062591565,1.39324678552238,0.446784902834589,-0.452188084455214,-1.01011057553496,0.319800593143882,-0.75034913315812,0.0427442809251984,1.64229498906208,NA,"FDA Approved Drugs Library"
